,Unnamed: 0,Assessment Number,Category of Ownership,Annual Rental Value,Effective Date,Property Type,Extent of Site (Sq.Yds),Zone,Ward,Election Ward,Lift,Toilets,Water Tap,Electricity,Attached Bathroom,Water Harvesting,cable connection
3519,11747,1086373047,Private,"4,343",21/05/2006,Residential,0.0,Zone16e,Revenue Ward 62,Election Ward 62,No,0,1,1,0,0,0
3520,11749,1086374043,Private,"1,922",01/04/2021,Residential,68.0,Zone16e,Revenue Ward 62,Election Ward 62,No,0,1,1,0,0,0
3521,11750,1086374600,Private,"4,150",31/12/2012,Residential,0.0,Zone16c,Revenue Ward 62,Election Ward 62,No,0,1,1,0,0,0
3522,11751,1086374737,Private,"4,204",01/04/2021,Residential,0.0,Zone16c,Revenue Ward 62,Election Ward 62,No,0,1,1,0,0,0
3523,11752,1086375253,Private,"2,474",27/03/2015,Residential,0.0,Zone16e,Revenue Ward 62,Election Ward 62,No,0,1,1,0,0,0
3524,11753,1086375388,Private,770,21/10/2015,Residential,0.0,Zone16e,Revenue Ward 62,Election Ward 62,No,0,1,1,0,0,0
3525,11754,1086377108,Private,"73,656",21/05/2006,Mixed,0.0,Zone16a,Revenue Ward 63,Election Ward 63,No,0,1,1,0,0,0
3526,11755,1086377341,Private,"21,085",21/05/2006,Non Residential,18.6,Zone16b,Revenue Ward 63,Election Ward 63,No,0,1,1,0,0,0
3527,11756,1086377482,Private,"9,126",01/04/2021,Residential,0.0,Zone16c,Revenue Ward 63,Election Ward 63,No,0,1,1,0,0,0
3528,11759,1086377975,Private,"80,352",01/04/2021,Non Residential,0.0,Zone16a,Revenue Ward 63,Election Ward 63,No,0,1,1,0,0,0
3529,11760,1086378147,Private,"6,610",01/04/2021,Residential,0.0,Zone16b,Revenue Ward 63,Election Ward 63,No,0,1,1,0,0,0
3530,11761,1086379339,Private,"4,666",01/04/2018,Residential,153.07,Zone16a,Revenue Ward 64,Election Ward 64,No,0,1,1,0,0,0
3531,11762,1086380113,Private,"5,292",01/10/2017,Residential,24.15,Zone16e,Revenue Ward 64,Election Ward 64,No,0,1,1,0,0,0
3532,11763,1086381850,Private,"6,191",01/04/2021,Residential,0.0,Zone16e,Revenue Ward 64,Election Ward 64,No,0,1,1,0,0,0
3533,11764,1086382403,Private,"35,993",01/04/2021,Residential,112.84,Zone16b,Revenue Ward 64,Election Ward 64,No,0,1,1,0,0,0
3534,11766,1086386146,Private,"13,998",01/04/2017,Mixed,0.0,Zone16a,Revenue Ward 65,Election Ward 65,No,0,1,1,0,0,0
3535,11767,1086386316,Private,"6,919",01/04/2021,Residential,90.65,Zone16d,Revenue Ward 65,Election Ward 65,No,0,1,1,0,0,0
3536,11768,1086387888,Private,"10,891",01/04/2021,Residential,304.17,Zone16b,Revenue Ward 65,Election Ward 65,No,0,1,1,0,0,0
3537,11769,1086390022,Private,"2,858",01/04/2021,Residential,54.72,Zone13c,Revenue Ward 66,Election Ward 66,No,0,1,1,0,0,0
3538,11770,1086391304,Private,"2,167",01/04/2021,Residential,252.0,Zone13c,Revenue Ward 66,Election Ward 66,No,0,1,1,0,0,0
3539,11771,1086392600,Private,638,30/10/2006,Residential,0.0,Zone18c,Revenue Ward 66,Election Ward 66,No,0,1,1,0,0,0
3540,11772,1086393137,Private,"1,814",01/04/2021,Residential,70.15,Zone13c,Revenue Ward 66,Election Ward 66,No,0,1,1,0,0,0
3541,11773,1086394074,Private,"1,109",01/04/2018,Residential,55.02,Zone13c,Revenue Ward 66,Election Ward 66,No,0,1,1,0,0,0
3542,11774,1086395394,Private,"1,865",01/10/2006,Residential,49.28,Zone13c,Revenue Ward 66,Election Ward 66,No,0,1,1,0,0,0
3543,11775,1086396313,Private,620,01/04/2021,Residential,0.0,Zone18c,Revenue Ward 66,Election Ward 66,No,0,1,1,0,0,0
3544,11776,1086399494,Private,"4,742",13/03/2008,Residential,27.5,Zone13b,Revenue Ward 67,Election Ward 67,No,0,1,1,0,0,0
3545,11780,1086404602,Private,"3,326",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
3546,11781,1086406616,Private,"4,657",01/04/2021,Residential,325.74,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
3547,11782,1086406748,Private,"5,100",08/09/2005,Residential,0.0,Zone13b,Revenue Ward 68,Election Ward 68,No,0,1,1,0,0,0
3548,11783,1086408879,Private,638,01/04/2021,Residential,82.49,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
3549,11784,1086408913,Private,"2,006",01/04/2021,Residential,30.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
3550,11785,1086409001,Private,638,01/04/2021,Residential,23.0,Zone18c,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
3551,11786,1086411636,Private,"1,735",27/05/2007,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
3552,11788,1086413298,Private,"2,460",01/04/2021,Residential,300.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
3553,11789,1086413980,Private,"3,515",01/04/2021,Residential,336.6,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
3554,11790,1086415620,Private,"3,780",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
3555,11791,1086417720,Private,"3,125",01/04/2021,Residential,86.92,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3556,11792,1086418027,Private,"2,578",01/04/2021,Residential,85.86,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3557,11793,1086418030,Private,"3,208",01/04/2021,Residential,94.5,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3558,11794,1086419404,Private,638,01/04/2018,Residential,47.47,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3559,11795,1086419611,Private,"1,058",01/04/2021,Residential,44.16,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3560,11796,1086420339,Private,"3,400",28/06/2006,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3561,11797,1086420367,Private,"1,139",01/04/2021,Residential,85.86,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3562,11798,1086422764,Private,"3,316",01/04/2021,Residential,495.72,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3563,11799,1086424391,Private,"6,052",01/10/2017,Residential,418.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3564,11800,1086424521,Private,"5,883",15/07/2016,Residential,0.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3565,11801,1086424783,Private,"6,720",01/04/2021,Residential,2916.0,Zone18a,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3566,11802,1086425148,Private,"5,030",01/04/2021,Residential,748.6,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3567,11803,1086425919,Private,"1,512",01/04/2021,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3568,11804,1086426014,Private,"1,344",01/04/2021,Residential,50.56,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3569,11806,1086426704,Private,"1,436",01/04/2021,Residential,53.55,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3570,11807,1086427248,Private,"5,255",01/04/2021,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3571,11808,1086427350,Private,689,01/04/2021,Residential,61.38,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3572,11809,1086428110,Private,"1,331",01/04/2021,Residential,104.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3573,11810,1086428111,Private,"1,331",01/04/2021,Residential,104.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3574,11811,1086428231,Private,"10,853",01/04/2021,Residential,275.9,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3575,11813,1086432198,Private,"5,090",01/04/2021,Residential,21021.0,Zone18b,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3576,11815,1086437732,Private,"1,085",01/04/2021,Residential,0.0,Zone18b,Revenue Ward 71,Election Ward 71,No,0,1,1,0,0,0
3577,11816,1086438459,Private,"2,644",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 71,Election Ward 71,No,0,1,1,0,0,0
3578,11817,1086438678,Private,"21,114",09/10/2014,Mixed,0.0,Zone18c,Revenue Ward 71,Election Ward 71,No,0,1,1,0,0,0
3579,11818,1086438834,Private,"5,216",01/10/2017,Residential,0.0,Zone18a,Revenue Ward 71,Election Ward 71,No,0,1,1,0,0,0
3580,11819,1086440367,Private,"5,346",01/04/2018,Residential,669.7,Zone18a,Revenue Ward 71,Election Ward 71,No,0,1,1,0,0,0
3581,11820,1086443139,Private,651,01/04/2021,Residential,0.0,Zone18b,Revenue Ward 72,Election Ward 72,No,0,1,1,0,0,0
3582,11821,1086443185,Private,"5,630",01/04/2021,Non Residential,0.0,Zone18b,Revenue Ward 72,Election Ward 72,No,0,1,1,0,0,0
3583,11822,1086447364,Private,638,01/04/2021,Residential,0.0,Zone18c,Revenue Ward 72,Election Ward 72,No,0,1,1,0,0,0
3584,11825,1086448175,Private,"6,103",01/04/2021,Residential,0.0,Zone18a,Revenue Ward 72,Election Ward 72,No,0,1,1,0,0,0
3585,11826,1086450582,Private,495,01/04/2021,Residential,80.0,Zone18c,Revenue Ward 72,Election Ward 72,No,0,1,1,0,0,0
3586,11831,1086472468,Private,"47,491",01/04/2021,Residential,168.98,Zone16b,Revenue Ward 60,Election Ward 60,No,1,0,1,1,0,1
3587,11835,1086484904,Private,"27,143",01/04/2017,Residential,153.75,Zone9,Revenue Ward 13,Election Ward 13,Yes,1,0,1,1,0,1
3588,11841,1086487475,Private,"3,884",01/04/2021,Residential,80.0,Zone19b,Revenue Ward 4,Election Ward 4,Yes,1,1,1,1,1,1
3589,11856,1086497769,Private,"3,121",01/04/2021,Residential,75.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,0,0,0,0,0
3590,11863,1086503538,Private,"4,898",01/04/2021,Residential,90.0,Zone18a,Revenue Ward 71,Election Ward 71,Yes,1,0,1,1,0,1
3591,11865,1086503539,Private,"6,299",01/04/2021,Residential,90.0,Zone18a,Revenue Ward 71,Election Ward 71,Yes,1,0,1,1,0,1
3592,11866,1086503540,Private,"6,299",01/04/2021,Residential,90.0,Zone18a,Revenue Ward 71,Election Ward 71,Yes,1,0,1,1,0,1
3593,11868,1086503834,Private,"6,299",01/04/2021,Residential,90.0,Zone18a,Revenue Ward 71,Election Ward 71,Yes,1,0,1,1,0,1
3594,11870,1086504407,Private,"4,537",01/04/2021,Residential,125.0,Zone19b,Revenue Ward 5,Election Ward 5,No,0,0,0,0,0,0
3595,11888,1086514192,Private,"5,911",01/04/2021,Residential,140.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,0,0,0,0,0
3596,11895,1086520032,Private,"5,487",01/04/2021,Residential,129.0,Zone19b,Revenue Ward 6,Election Ward 6,No,0,0,0,0,0,0
3597,11930,1086538691,Private,"3,115",01/04/2021,Residential,74.0,Zone18b,Revenue Ward 70,Election Ward 70,Yes,1,0,1,1,0,1
3598,11934,1086540238,Private,"6,671",01/04/2021,Residential,122.0,Zone19b,Revenue Ward 4,Election Ward 4,Yes,1,0,1,1,1,0
3599,11935,1086540717,Private,"4,312",01/04/2021,Residential,96.0,Zone19b,Revenue Ward 4,Election Ward 4,Yes,1,0,1,1,1,0
3600,11941,1086542755,Private,"2,387",01/04/2021,Residential,90.0,Zone18c,Revenue Ward 71,Election Ward 71,No,1,0,1,0,0,1
3601,11952,1086546257,Private,"4,616",01/04/2021,Residential,371.61,Zone19b,Revenue Ward 4,Election Ward 4,Yes,1,1,0,1,0,1
3602,11953,1086546664,Private,"4,128",01/04/2021,Residential,96.0,Zone19b,Revenue Ward 4,Election Ward 4,Yes,1,1,1,1,1,1
3603,11959,1086547520,Private,"2,880",01/04/2021,Residential,79.75,Zone19b,Revenue Ward 5,Election Ward 5,No,0,0,0,0,0,0
3604,11970,1086298101,Private,"6,468",01/04/2021,Residential,0.0,Zone16e,Revenue Ward 51,Election Ward 51,No,0,1,1,0,0,0
3605,11971,1086298582,Private,"11,735",01/04/2018,Residential,225.0,Zone16e,Revenue Ward 51,Election Ward 51,No,0,1,1,0,0,0
3606,11973,1086298513,Private,"3,419",01/04/2021,Residential,45.5,Zone16e,Revenue Ward 51,Election Ward 51,No,0,1,1,0,0,0
3607,11975,1086353293,Private,"9,547",01/04/2018,Residential,227.15,Zone16d,Revenue Ward 59,Election Ward 59,No,0,1,1,0,0,0
3608,11977,1086019687,Private,638,19/08/2006,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3609,11979,1086020072,Private,"1,085",01/04/2021,Residential,0.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3610,11981,1086050858,Private,"1,996",01/04/2021,Residential,0.0,Zone19b,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3611,11982,1086056321,Private,"4,771",01/04/2021,Residential,732.06,Zone19b,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3612,11983,1086057391,Private,292,01/04/2018,Residential,62.4,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3613,11986,1086075820,Private,"12,842",18/05/2010,Residential,0.0,Zone7,Revenue Ward 7,Election Ward 7,No,0,1,1,0,0,0
3614,11987,1086117899,Private,"22,464",01/04/2021,Residential,0.0,Zone5,Revenue Ward 15,Election Ward 15,No,0,1,1,0,0,0
3615,11989,1086146379,Private,"32,076",19/05/2011,Non Residential,37.5,Zone5,Revenue Ward 19,Election Ward 19,No,0,1,1,0,0,0
3616,11990,1086146380,Private,"13,608",24/02/2005,Residential,39.0,Zone5,Revenue Ward 19,Election Ward 19,No,0,1,1,0,0,0
3617,11991,1086168266,Private,"5,141",01/04/2007,Residential,0.0,Zone1,Revenue Ward 24,Election Ward 24,No,0,1,1,0,0,0
3618,11994,1086360188,Private,"7,291",01/04/2021,Residential,390.0,Zone16b,Revenue Ward 60,Election Ward 60,No,0,1,1,0,0,0
3619,11996,1086064987,Private,"6,480",01/04/2021,Residential,3300.0,Zone19b,Revenue Ward 6,Election Ward 6,No,0,1,1,0,0,0
3620,11998,1086102472,Private,"15,834",01/04/2021,Residential,0.0,Zone8,Revenue Ward 11,Election Ward 11,No,0,1,1,0,0,0
3621,12001,1086020719,Private,"2,878",01/04/2021,Residential,527.68,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3622,12002,1086022870,Private,"15,048",01/04/2021,Residential,197.16,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3623,12003,1086030317,Private,"3,461",01/04/2021,Residential,610.2,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3624,12004,1086030515,Private,"6,998",10/02/2011,Non Residential,0.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3625,12005,1086032259,Private,"3,696",01/04/2021,Residential,606.38,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3626,12006,1086034474,Private,"6,120",16/02/2017,Non Residential,0.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3627,12007,1086487277,Private,"3,755",01/10/2017,Residential,73.0,Zone19b,Revenue Ward 4,Election Ward 4,No,1,1,1,1,1,1
3628,12008,1086487285,Private,"3,755",01/10/2017,Residential,73.0,Zone19b,Revenue Ward 4,Election Ward 4,No,1,1,1,1,1,1
3629,12014,1086051536,Private,"24,705",16/10/2015,Non Residential,0.0,Zone19b,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3630,12015,1086055197,Private,"24,705",01/04/2018,Non Residential,454.58,Zone19b,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3631,12016,1086025116,Private,"3,126",01/04/2021,Residential,0.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3632,12018,1086028100,Private,"3,014",01/04/2021,Residential,830.07,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3633,12019,1086029231,Private,"3,847",01/04/2021,Residential,538.46,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3634,12020,1086034455,Private,"1,188",01/04/2021,Residential,104.06,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3635,12021,1086052128,Private,"4,308",01/04/2021,Residential,0.0,Zone19b,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3636,12023,1086059445,Private,"8,706",01/04/2021,Residential,798.6,Zone7b,Revenue Ward 6,Election Ward 6,No,0,1,1,0,0,0
3637,12024,1086073614,Private,"24,786",01/10/2006,Residential,0.0,Zone7,Revenue Ward 7,Election Ward 7,No,0,1,1,0,0,0
3638,12027,1086180468,Private,"207,730",01/04/2021,Mixed,0.0,Zone3a,Revenue Ward 27,Election Ward 27,No,0,1,1,0,0,0
3639,12031,1086234611,Private,"1,802",01/04/2021,Residential,18.0,Zone12a,Revenue Ward 38,Election Ward 38,No,0,1,1,0,0,0
3640,12032,1086265715,Private,303,01/04/2021,Residential,0.0,Zone14a,Revenue Ward 45,Election Ward 45,No,0,1,1,0,0,0
3641,12033,1086305452,Private,"17,283",01/10/2017,Residential,345.0,Zone16c,Revenue Ward 52,Election Ward 52,No,0,1,1,0,0,0
3642,12038,1086060762,Private,"2,318",01/04/2021,Residential,141.24,Zone19b,Revenue Ward 6,Election Ward 6,No,0,1,1,0,0,0
3643,12040,1086295831,Private,"2,125",01/04/2021,Residential,0.0,Zone16e,Revenue Ward 51,Election Ward 51,No,0,1,1,0,0,0
3644,12041,1086018950,Private,"1,908",23/01/2015,Residential,69.12,Zone8b,Revenue Ward 3,Election Ward 3,No,0,1,1,0,0,0
3645,12042,1086026336,Private,638,01/04/2021,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3646,12043,1086028616,Private,"1,132",01/04/2021,Residential,252.2,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3647,12044,1086037729,Private,"2,088",16/09/2006,Mixed,0.0,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3648,12045,1086062287,Private,756,01/04/2021,Residential,0.0,Zone19c,Revenue Ward 6,Election Ward 6,No,0,1,1,0,0,0
3649,12046,1086048348,Private,798,01/06/2013,Residential,370.0,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3650,12047,1086054273,Private,"6,606",11/07/2014,Residential,557.84,Zone19b,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3651,12048,1086055603,Private,"4,175",01/04/2021,Residential,339.27,Zone19b,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3652,12049,1086070063,Private,"1,559",01/04/2018,Residential,111.43,Zone7b,Revenue Ward 6,Election Ward 6,No,0,1,1,0,0,0
3653,12051,1086185252,Private,431,17/09/2014,Residential,0.0,Zone3,Revenue Ward 27,Election Ward 27,No,0,1,1,0,0,0
3654,12053,1086308950,Private,"14,196",01/04/2021,Residential,89.06,Zone16c,Revenue Ward 53,Election Ward 53,No,0,1,1,0,0,0
3655,12054,1086309657,Private,"8,518",01/04/2018,Residential,91.5,Zone16c,Revenue Ward 53,Election Ward 53,No,0,1,1,0,0,0
3656,12056,1086344385,Private,"5,475",01/04/2021,Residential,118.8,Zone16e,Revenue Ward 58,Election Ward 58,No,0,1,1,0,0,0
3657,12057,1086430084,Private,"1,058",01/04/2021,Residential,0.0,Zone18c,Revenue Ward 70,Election Ward 70,No,0,1,1,0,0,0
3658,12058,1086150818,Private,"23,184",01/04/2021,Residential,2296.9,Zone5,Revenue Ward 19,Election Ward 19,No,0,1,1,0,0,0
3659,12060,1086168453,Private,"20,520",01/04/2010,Non Residential,1658.5,Zone1,Revenue Ward 24,Election Ward 24,No,0,1,1,0,0,0
3660,12061,1086168454,Private,"20,520",01/04/2018,Non Residential,1658.5,Zone1,Revenue Ward 24,Election Ward 24,No,0,1,1,0,0,0
3661,12062,1086213044,Private,"3,704",01/04/2021,Residential,108.0,Zone11a,Revenue Ward 35,Election Ward 35,No,0,1,1,0,0,0
3662,12063,1086330050,Private,638,01/04/2021,Residential,39.68,Zone17c,Revenue Ward 57,Election Ward 57,No,0,1,1,0,0,0
3663,12064,1086001529,Private,"4,586",01/04/2021,Residential,0.0,Zone8b,Revenue Ward 1,Election Ward 1,No,0,1,1,0,0,0
3664,12066,1086034637,Private,"12,830",24/09/2009,Non Residential,0.0,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3665,12067,1086205813,Private,"5,216",01/04/2021,Residential,158.53,Zone9,Revenue Ward 33,Election Ward 33,No,0,1,1,0,0,0
3666,12068,1086322063,Private,"2,621",24/07/2006,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
3667,12069,1086002887,Private,"4,290",01/04/2021,Residential,65.78,Zone8b,Revenue Ward 1,Election Ward 1,No,0,1,1,0,0,0
3668,12070,1086019481,Private,"4,637",24/06/2006,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3669,12071,1086019509,Private,"3,676",24/06/2006,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3670,12072,1086019618,Private,895,01/04/2021,Residential,47.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3671,12073,1086020547,Private,"2,994",03/01/2008,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3672,12074,1086021505,Private,678,26/06/2006,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3673,12075,1086029577,Private,"3,440",01/04/2021,Residential,0.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3674,12076,1086032656,Private,"1,149",01/04/2021,Residential,107.97,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3675,12077,1086032657,Private,786,01/04/2021,Residential,109.02,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3676,12078,1086033500,Private,824,01/04/2018,Residential,100.1,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3677,12079,1086520181,Private,"9,836",01/04/2021,Residential,200.0,Zone19b,Revenue Ward 4,Election Ward 4,No,1,1,0,1,0,0
3678,12080,1086027134,Private,"3,208",01/04/2021,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3679,12081,1086412774,Private,"2,641",01/04/2021,Residential,208.0,Zone18b,Revenue Ward 69,Election Ward 69,No,0,1,1,0,0,0
3680,12082,1086131580,Private,"40,500",01/04/2021,Non Residential,0.0,Zone5,Revenue Ward 16,Election Ward 16,No,0,1,1,0,0,0
3681,12084,1086279825,Private,"7,872",19/10/2009,Residential,0.0,Zone15,Revenue Ward 48,Election Ward 48,No,0,1,1,0,0,0
3682,12088,1086275304,Private,660,01/04/2018,Residential,45.6,Zone15a,Revenue Ward 47,Election Ward 47,No,0,1,1,0,0,0
3683,12091,1086354309,Private,"16,633",01/04/2021,Residential,0.0,Zone16a,Revenue Ward 60,Election Ward 60,No,0,1,1,0,0,0
3684,12092,1086354543,Private,"62,370",21/05/2006,Mixed,0.0,Zone16b,Revenue Ward 60,Election Ward 60,No,0,1,1,0,0,0
3685,12093,1086024727,Private,"3,742",01/04/2021,Residential,0.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3686,12095,1086036463,Private,"2,615",01/04/2021,Residential,0.0,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3687,12096,1086057130,Private,"2,698",01/04/2021,Residential,62.4,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3688,12097,1086057131,Private,820,11/01/2013,Mixed,0.0,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3689,12098,1086053738,Private,"13,816",30/09/2013,Residential,0.0,Zone19b,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3690,12100,1086005364,Private,"2,490",01/04/2021,Residential,0.0,Zone8b,Revenue Ward 1,Election Ward 1,No,0,1,1,0,0,0
3691,12102,1086034111,Private,581,01/04/2021,Residential,111.8,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3692,12107,1086056626,Private,"4,796",01/04/2021,Mixed,10598.35,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3693,12108,1086057679,Private,449,01/04/2021,Residential,44.28,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3694,12114,1086089886,Private,"4,657",09/02/2006,Residential,0.0,Zone18b,Revenue Ward 9,Election Ward 9,No,0,1,1,0,0,0
3695,12115,1086089887,Private,"2,634",09/02/2006,Residential,0.0,Zone18b,Revenue Ward 9,Election Ward 9,No,0,1,1,0,0,0
3696,12116,1086313095,Private,"34,960",01/04/2018,Residential,219.01,Zone16c,Revenue Ward 53,Election Ward 53,No,0,1,1,0,0,0
3697,12121,1086020862,Private,"2,777",01/04/2021,Residential,71.89,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3698,12122,1086020891,Private,867,01/04/2021,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3699,12124,1086024788,Private,"4,664",01/04/2021,Mixed,3648.67,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3700,12125,1086026177,Private,"6,495",01/04/2021,Residential,2177.56,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3701,12126,1086028655,Private,"4,727",01/04/2021,Residential,0.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3702,12127,1086032760,Private,"3,489",19/01/2016,Residential,673.44,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3703,12128,1086032761,Private,"3,489",19/01/2016,Residential,673.44,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3704,12129,1086032773,Private,"3,489",19/01/2016,Residential,673.44,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3705,12130,1086033402,Private,990,15/07/2011,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3706,12131,1086033629,Private,641,01/04/2021,Residential,39.0,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3707,12132,1086037407,Private,"2,359",09/11/2006,Residential,0.0,Zone19c,Revenue Ward 5,Election Ward 5,No,0,1,1,0,0,0
3708,12133,1086088835,Private,"21,909",01/04/2021,Residential,0.0,Zone8,Revenue Ward 9,Election Ward 9,No,0,1,1,0,0,0
3709,12134,1086021179,Private,"3,104",24/06/2006,Residential,0.0,Zone19c,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3710,12135,1086028787,Private,"4,490",01/04/2021,Residential,265.5,Zone19b,Revenue Ward 4,Election Ward 4,No,0,1,1,0,0,0
3711,12140,1086236281,Private,"9,610",01/04/2021,Residential,212.55,Zone12a,Revenue Ward 39,Election Ward 39,No,0,1,1,0,0,0
